request_id,job_id,finish_reason,e2e_latency,num_prompt_tokens,num_generation_tokens,num_cached_tokens,prefix_cache_hit_rate,queued_time,prefill_time,inference_time,decode_time,max_tokens_param
chatcmpl-c2d9fcc2e3f744e09f5b2719f1e04d54,2,stop,51.49124073982239,3428,363,944,0.27537922987164526,4.857196472585201e-05,1.6747118621133268,47.54331438895315,45.86860252683982,10000
chatcmpl-67cc8c9d197444919541bd358a223e2e,4,stop,98.91597557067871,3101,580,944,0.30441792970009673,3.818795084953308e-05,1.4730966668576002,98.86218557786196,97.38908891100436,10000
chatcmpl-a36dbd107cbe4538b5914ff9ef2e3e0e,9,stop,74.08992457389832,7637,377,96,0.012570381039675265,5.315887521021068,11.095256177010015,68.71420219005086,57.61894601304084,8192
chatcmpl-c791c922b3b14b9a8da7690215bccc7f,10,stop,34.822914600372314,3109,251,128,0.04117079446767449,10.898747983155772,4.854497530963272,21.844165999908,16.98966846894473,8192
chatcmpl-67cdf914358c4571b580e06590403b95,2,stop,2.921818971633911,2751,46,2352,0.8549618320610687,4.167784936726093e-05,0.35763096902519464,2.876343975076452,2.5187130060512573,10000
chatcmpl-3e00694eea7c49989f9025282b7b91c7,4,stop,3.5442824363708496,4133,61,3616,0.874909266876361,3.4797005355358124e-05,0.4243818740360439,3.498887059977278,3.0745051859412342,10000
chatcmpl-f75fd86f9db6435f83f36e95b4904443,9,stop,78.20867943763733,15608,451,96,0.006150691952844695,11.11410171398893,14.853295791894197,67.03753238799982,52.18423659610562,8192
chatcmpl-26ccb9967dba49a4b2c5794317ab1e0e,7,stop,48.47909116744995,3398,219,3152,0.9276044732195409,3.781705163419247e-05,0.28480051294900477,48.47073613782413,48.18593562487513,10000
chatcmpl-5bed861b0aa04e12adc3b99e3043061c,10,stop,80.22637581825256,4438,381,96,0.021631365479945923,7.768813520669937e-05,3.5638804819900542,79.57987694488838,76.01599646289833,8192
chatcmpl-062798000cf442d986f33714cd8809d5,3,stop,79.52074599266052,11796,379,96,0.008138351983723296,0.00015791715122759342,10.89861196000129,76.01549623487517,65.11688427487388,8192
chatcmpl-796cd6d172214c498c2cb1e1c36c3598,2,stop,54.34237289428711,3575,253,96,0.026853146853146853,3.8280151784420013e-05,2.278898211894557,54.3184821519535,52.03958394005895,8192
chatcmpl-20364dc6a548427fb814be596f660c94,2,stop,86.35904598236084,3230,398,96,0.029721362229102165,3.539607860147953e-05,3.4815570500213653,86.34039097698405,82.85883392696269,8192
chatcmpl-d5610aa8f4d04742905e19b3dbb5419c,10,stop,49.719277143478394,3335,178,2912,0.8731634182908545,3.7773046642541885e-05,0.3550817559007555,49.69349603285082,49.33841427695006,10000
chatcmpl-cffcfee6f37f4a709540f4e23bde8f9a,9,stop,48.977129220962524,4188,155,944,0.22540592168099333,3.1610019505023956e-05,5.114215099951252,48.95450235600583,43.84028725605458,10000
chatcmpl-120412c98bcd4b1f9ea84904e49d2508,2,stop,7.68168044090271,2236,94,944,0.4221824686940966,3.81560530513525e-05,0.9259130598511547,7.666367805795744,6.740454745944589,10000
chatcmpl-3e9f55267bf4436c91474ee410f2029d,4,stop,44.15328359603882,1455,163,96,0.06597938144329897,6.376234956085682,5.303821819834411,32.76245761080645,27.45863579097204,8192
chatcmpl-ffe07e365ce540018d3552b0862d340f,9,stop,2.805107355117798,4499,47,4336,0.9637697266059124,3.980286419391632e-05,0.23286705510690808,2.761508925119415,2.528641870012507,10000
chatcmpl-28b6d2fe9bc647fcab9c7c8256402f37,2,stop,8.700879335403442,2660,129,944,0.3548872180451128,3.570597618818283e-05,1.1684007870499045,8.652658579172567,7.484257792122662,10000
chatcmpl-0f7f918fe3724c31b011d632295e1f19,2,stop,3.1746370792388916,2425,55,2320,0.9567010309278351,3.747409209609032e-05,0.188813759945333,3.1239145789295435,2.9351008189842105,10000
chatcmpl-ccd71a1da96d4cdfa238b0a9eeb551c8,8,stop,355.4219636917114,1212,1600,16,0.013201320132013201,6.403285078704357e-05,0.7455236371606588,355.4025338520296,354.65701021486893,10000
chatcmpl-204854285a944f73b45b62e263345a70,2,stop,3.93979811668396,2919,44,2784,0.9537512846865365,3.869505599141121e-05,0.21279962291009724,3.900506931822747,3.6877073089126498,10000
chatcmpl-50599ba867e54b95bff480d7d372124b,,stop,4.024461507797241,2365,49,0,0.0,0.05004087509587407,1.560024641919881,3.9677720409817994,2.4077473990619183,117635
